date,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345,T2400
20170416,2367.510675,2277.7333,2233.7179,2229.1807,2150.87239,2135.618525,2096.570865,2066.7402,2061.369185,2032.942525,1974.92365,1976.661675,1947.38505,1923.965365,1954.01795,1933.92317,1940.73771,1948.67914,1894.708975,1917.478765,1899.97815,1930.707705,1959.504865,1983.21715,2006.49025,2115.095865,2176.073325,2181.23477,2285.671215,2359.71697,2395.55705,2483.221625,2527.5624,2663.62786,2722.870715,2784.37134,2881.623885,2943.069125,3052.61125,3069.77034,3157.6423,3201.263165,3186.500165,3244.04499,3266.655275,3281.42635,3326.621935,3260.074625,3198.50845,3161.420925,3131.788905,3065.9692,3051.538225,3046.382385,3009.23653,3007.11556,2958.9137,2974.43195,2967.81995,2964.873715,2947.762125,2943.06333,2922.171025,2896.57432,2914.91331,2945.693025,3006.294,2975.42185,2988.372535,3053.55365,3055.940335,3047.07655,3068.262025,3039.089425,3043.65693,3085.76929,3112.268685,3164.3246,3277.329285,3344.007885,3292.1737,3344.90497,3336.39886,3335.3645,3259.507475,3244.456625,3169.20399,3105.56691,2997.33816,2897.28473,2791.6776,2715.21552,2604.219515,2547.9266,2488.24646,2401.6608,2325.896685
20170417,2325.896685,2234.86341,2140.55691,2111.09038,2090.2356,2074.0856,2056.26759,2042.866415,2012.14275,1979.3421,1983.536635,1944.965305,1936.67342,1946.044125,1928.74434,1898.542985,1914.175425,1888.475455,1910.03656,1905.5423,1902.631215,1942.124045,1963.95267,2055.422375,2133.40911,2324.2035,2464.348735,2565.2318,2642.12974,2648.857925,2641.0019,2720.949815,2747.39791,2894.90745,2974.331725,2992.169305,3053.367925,3114.867885,3202.02155,3228.86475,3319.945715,3359.382115,3356.76914,3396.4324,3431.3278,3449.187705,3459.8145,3400.01409,3297.16424,3252.8589,3138.507495,3090.60175,3030.77968,3072.7731,3054.23309,3075.785075,3091.4539,3121.60652,3133.060575,3129.355005,3153.43969,3179.142985,3153.43684,3179.256415,3176.1255,3235.059415,3268.411255,3278.33695,3255.619125,3319.87912,3319.93137,3273.85029,3272.46633,3241.79292,3233.72647,3265.07305,3238.89884,3321.79793,3409.8521,3464.93899,3514.150225,3490.78013,3442.164735,3421.21163,3371.56672,3340.62446,3280.935865,3230.21869,3147.23638,3021.6365,2938.45355,2834.953805,2762.925375,2696.70857,2607.295425,2530.76238,2438.8685
20170418,2438.8685,2340.28225,2285.97265,2240.644825,2231.773155,2187.56975,2147.503975,2136.608235,2116.37409,2085.207535,2048.95905,2046.81262,1991.93435,1990.275555,2013.03651,1997.7322,1976.49723,1972.43275,1963.489735,1969.64963,2003.29236,1999.81612,2021.12937,2076.93655,2185.84892,2345.3809,2471.549355,2587.35217,2670.796275,2656.14338,2674.104365,2746.992735,2767.6122,2885.882925,2980.314635,3015.483255,3101.560285,3136.94294,3197.5252,3251.7512,3341.3799,3348.5448,3344.85215,3407.35797,3426.59851,3482.55484,3427.317945,3398.60391,3275.4404,3250.093545,3170.71411,3109.172825,3057.2995,3070.486735,3075.437375,3073.07425,3088.936115,3133.974,3149.110635,3123.51184,3150.01855,3133.78305,3172.00174,3167.60172,3185.467325,3256.08833,3266.86304,3284.350165,3267.494125,3310.825335,3275.34483,3281.27815,3237.902005,3248.46724,3223.41213,3296.08276,3271.135285,3284.57769,3373.7806,3462.61757,3467.153725,3452.1841,3414.8814,3417.65065,3371.60586,3319.15408,3252.37212,3207.6788,3126.984375,3022.06153,2887.97245,2824.704825,2725.94824,2633.01031,2586.0995,2516.99042,2434.78502
20170419,2434.78502,2325.251825,2263.414235,2234.72357,2182.2298,2131.5701,2129.47877,2137.51995,2063.835385,2061.390275,2043.359275,2043.09793,2042.1466,1986.363265,1977.394885,1972.99895,1969.49915,1982.325765,1984.490435,1967.45399,1967.276245,1993.90199,2021.1421,2124.754325,2202.165835,2357.16451,2506.47715,2593.4278,2664.673715,2698.940215,2719.983855,2710.429135,2795.51465,2906.33063,2986.408695,3038.06219,3098.41759,3132.48402,3247.468125,3269.0355,3373.542815,3413.9827,3420.185535,3439.699485,3456.299025,3530.209975,3530.700935,3484.687875,3420.31844,3356.09255,3272.68901,3196.26835,3151.32537,3187.34025,3161.58518,3160.136525,3151.060035,3175.30261,3201.955525,3230.36271,3193.80348,3211.171,3223.952585,3255.61333,3203.7344,3301.33189,3285.5351,3337.98175,3354.007965,3382.783275,3377.84793,3398.09547,3368.49955,3333.328935,3317.33065,3297.372575,3264.26422,3334.452025,3388.8647,3442.995985,3476.101015,3485.9072,3470.80391,3430.592595,3349.68765,3317.35896,3245.506375,3166.62436,3093.22185,2962.00215,2889.35052,2781.77955,2648.301985,2611.02864,2541.2177,2462.874525,2369.12653
20170420,2369.12653,2293.03818,2240.062,2247.209895,2193.51751,2196.322575,2122.6192,2126.296175,2131.30733,2054.404925,1989.65245,2036.267525,2033.285475,2033.58995,1987.78969,1997.822165,1976.27265,1964.73205,1959.613925,1952.755115,1963.82461,1984.52169,2039.26544,2131.91476,2164.42015,2334.68181,2488.16438,2577.9295,2668.56995,2740.39185,2744.38717,2764.3024,2832.378165,2932.18336,3002.11476,3043.7012,3109.24075,3179.02357,3207.40045,3273.931895,3330.7285,3414.04274,3407.49439,3385.433585,3426.40946,3472.06171,3461.8988,3440.77403,3320.089925,3284.99702,3178.38669,3092.58744,3064.985,3115.531935,3109.072885,3119.014635,3130.95091,3127.6907,3132.04588,3136.94218,3136.520285,3143.64766,3101.97496,3148.09917,3182.70482,3256.738225,3257.597975,3293.015685,3300.31482,3221.847765,3285.1342,3264.475975,3253.256665,3230.56107,3259.925,3258.70786,3255.22459,3307.46281,3380.855915,3453.23423,3443.92575,3456.51496,3416.43959,3414.778515,3369.25005,3318.530215,3296.94346,3236.86185,3152.787705,2992.18897,2896.53404,2775.75484,2702.19824,2602.23696,2531.312335,2445.85955,2386.815815
20170421,2386.815815,2325.912835,2247.50905,2202.969535,2164.04832,2136.04536,2126.356785,2107.542985,2064.26811,2038.550185,2029.6028,2017.35122,2007.286255,2012.80585,1967.73709,1952.71436,1918.676525,1921.35296,1938.500175,1949.48816,1958.28345,1963.24055,2030.85965,2118.7166,2196.983585,2351.91424,2539.43265,2584.259065,2703.030915,2707.28359,2732.54295,2742.87686,2805.1942,2906.80126,2985.49698,3035.63855,3081.73445,3160.927875,3212.17686,3238.510385,3346.85285,3367.423675,3375.91525,3397.16618,3447.203535,3501.29815,3450.97399,3421.23253,3336.54801,3253.274525,3132.28775,3094.398425,3036.18328,3092.6471,3065.991905,3045.749875,3113.633075,3092.71246,3141.43473,3148.00911,3153.66845,3149.73222,3122.7944,3154.39938,3143.69706,3158.235575,3200.49737,3202.425205,3218.501865,3196.29191,3273.31905,3215.83626,3194.72916,3188.35884,3166.050085,3200.33625,3194.9659,3251.449955,3380.467365,3432.756315,3460.28798,3455.17622,3458.85557,3413.23106,3347.078665,3321.178625,3292.3751,3216.371775,3138.9007,3060.703065,2952.6684,2836.65991,2739.36965,2709.37625,2601.793025,2520.716035,2438.015875
20170422,2438.015875,2368.378975,2299.46265,2221.46879,2214.307405,2154.339035,2163.48516,2150.240545,2153.8647,2095.76289,2073.561485,2070.43133,2048.89445,2036.4238,1998.815105,2028.664485,1998.14735,1966.68392,1972.9277,2012.015545,1993.85126,2026.14708,2059.434415,2109.01159,2172.35645,2292.79745,2402.693545,2464.10962,2535.80213,2555.57695,2580.089325,2658.52465,2684.32798,2747.48189,2826.5939,2923.80056,2946.99405,3045.651265,3103.66273,3147.432365,3233.05045,3232.26461,3241.302625,3283.376225,3334.391415,3315.95068,3324.80981,3276.56577,3160.45772,3188.98489,3068.56517,2994.82997,3007.029965,3010.52359,2979.19069,3020.02169,2988.084685,2962.347665,3007.38688,3023.414235,2978.397725,3003.41455,2960.23781,2984.7423,2999.8606,3045.2098,3057.635325,3092.93837,3068.25319,3106.79355,3112.605175,3097.997785,3111.33531,3119.1426,3142.705735,3155.267965,3175.48311,3205.82136,3286.63121,3333.93361,3367.631725,3357.11209,3352.17817,3325.5111,3274.98839,3238.54487,3227.4787,3169.24503,3089.171525,2970.864035,2897.0345,2744.26633,2671.96848,2617.96136,2535.97275,2444.55482,2361.19327
20170423,2361.19327,2279.118685,2209.91565,2188.68524,2146.638905,2071.88806,2076.81362,2060.71188,2039.09634,1995.77121,1939.84205,1917.895055,1918.83166,1911.177415,1925.111445,1915.535065,1936.706955,1924.901685,1928.13691,1901.2236,1931.942705,1948.54044,1973.877605,2011.451245,2046.623,2201.0132,2301.0387,2318.01463,2401.60095,2458.51089,2478.680625,2547.03398,2618.67975,2690.41273,2770.31647,2827.33889,2879.15645,2937.855715,3031.251735,3076.507075,3147.99885,3150.535825,3185.13017,3203.08042,3190.62953,3291.20546,3278.1878,3235.8463,3182.75422,3141.898425,3053.700805,3020.54609,2963.424585,2950.116415,2960.976245,2976.24512,3008.243875,2948.171195,2952.50234,2932.284725,2962.5579,3013.87709,2954.993525,2954.657035,3002.294975,3013.824935,3057.72985,3059.8018,3040.48773,3085.180005,3117.9475,3119.70956,3090.351425,3097.693215,3065.20217,3104.81185,3130.889255,3167.882825,3254.20182,3359.88932,3433.67107,3420.266285,3443.17202,3368.27725,3315.538475,3291.64607,3208.96662,3140.27877,3065.85482,2928.72479,2843.4336,2751.290915,2642.10656,2544.36714,2451.928625,2404.61188,2315.56287
20170424,2315.56287,2212.53632,2160.290215,2104.43278,2125.724465,2073.037275,2033.27854,1994.17179,2005.726925,2000.654495,1974.484085,1980.51573,1932.528475,1937.241235,1951.78545,1912.15297,1892.80337,1871.36719,1865.57979,1899.39162,1917.7726,1923.11008,1971.1132,2067.79584,2081.76065,2282.06093,2452.068275,2530.968625,2647.48565,2672.6806,2647.520135,2703.618585,2753.99832,2850.22477,2946.060675,3030.90584,3097.1615,3143.322,3214.81691,3261.820155,3325.3306,3341.75724,3421.00225,3467.60355,3489.09977,3553.59603,3550.71145,3442.956085,3386.85298,3347.087975,3216.014385,3153.56585,3084.35683,3109.84381,3132.90145,3114.06751,3128.13435,3122.708425,3163.935575,3217.635655,3181.59522,3218.02335,3203.54079,3217.245015,3270.8462,3275.02924,3309.02537,3349.9945,3320.2082,3367.0109,3392.43841,3351.8793,3323.73783,3279.26434,3284.30105,3332.886235,3291.45265,3394.46229,3476.8708,3490.73415,3553.846355,3487.09812,3459.37864,3468.65824,3378.17074,3309.4846,3252.937085,3170.96852,3097.60648,2954.2511,2873.636,2751.7168,2674.906165,2622.07581,2527.240065,2472.109475,2389.047555
20170425,2389.047555,2317.6029,2270.71736,2201.1709,2134.61637,2168.638055,2134.349135,2103.7636,2059.17345,2044.86151,2053.014505,2028.45425,2032.29586,1967.767775,2027.43224,1959.29235,1926.865335,1956.503435,1928.06319,1949.505735,1970.89261,1974.551535,2021.04235,2081.831045,2129.94313,2285.041745,2442.88605,2521.914365,2573.123735,2639.52541,2662.39267,2735.93692,2735.22195,2857.881295,2974.91873,3077.752335,3134.22347,3170.03543,3242.38059,3295.07918,3355.41235,3407.5417,3426.180605,3413.664925,3518.54692,3518.8494,3491.9986,3459.713515,3336.05439,3310.266165,3233.814345,3185.3386,3105.35126,3097.937935,3132.55679,3125.422765,3113.873425,3121.00118,3161.92775,3149.69118,3184.0979,3172.16343,3138.283675,3203.70704,3177.96337,3219.5595,3245.98698,3281.744885,3265.82241,3340.92675,3306.326219,3258.314465,3272.8564,3204.895015,3213.78635,3248.130465,3177.623175,3236.8039,3336.99584,3438.468,3449.289925,3483.0534,3454.13578,3365.762315,3348.21933,3317.22425,3255.29698,3155.47212,3066.18485,2963.55559,2892.22864,2773.6865,2702.708675,2608.437705,2539.375935,2450.85807,2372.4578
20170426,2372.4578,2279.67434,2228.59797,2202.849835,2176.496835,2165.77713,2110.415975,2089.05665,2101.405605,2068.567525,2011.919785,1971.90683,1955.995755,2003.927815,1957.9766,1925.60364,1927.271175,1917.736215,1913.484965,1933.66344,1926.66745,1950.648015,2023.902135,2076.97512,2132.596195,2319.86675,2466.7453,2560.54222,2660.686945,2656.17473,2671.407885,2734.17999,2796.3497,2864.08926,2979.468375,3059.3686,3132.484685,3179.446795,3208.11941,3248.7397,3318.909455,3385.37839,3377.10617,3436.582535,3441.3541,3488.49975,3515.62833,3460.85323,3354.729965,3314.149955,3218.45275,3151.35805,3081.132055,3133.05592,3088.619575,3129.745075,3124.12915,3145.627935,3147.82519,3146.912335,3220.741015,3224.723985,3188.36701,3233.37345,3218.038265,3243.733485,3278.1878,3319.854135,3327.790625,3392.0776,3441.6752,3345.30929,3348.7956,3290.463225,3296.255565,3320.852775,3314.157365,3346.83442,3415.803375,3487.31567,3469.826265,3475.86304,3447.4056,3442.652275,3339.82399,3322.59156,3270.38013,3178.82255,3099.189465,2939.88805,2837.399485,2759.907035,2630.8388,2617.28249,2542.26422,2461.3341,2371.15725
20170427,2371.15725,2284.225125,2230.513265,2215.220925,2154.144285,2154.93155,2105.590545,2076.07376,2095.701425,2075.124235,2023.832785,2020.362625,1999.8868,2015.78885,1974.722535,1934.44833,1938.932045,1946.027025,1932.110285,1947.079245,1973.59441,2007.43455,2045.373465,2091.05621,2194.532015,2358.212455,2501.595575,2558.38363,2631.248155,2708.514505,2698.256785,2751.03945,2759.60655,2889.9475,2972.262435,3038.42148,3073.81658,3163.174625,3236.9559,3253.27804,3318.1315,3361.79464,3384.322085,3424.1553,3420.332405,3465.703645,3508.70815,3424.36525,3365.85114,3277.073735,3165.670465,3139.032655,3029.83481,3109.06728,3087.292425,3082.97268,3114.13686,3120.373325,3164.58395,3215.7101,3189.12435,3213.650975,3138.93338,3188.03603,3175.399795,3196.929075,3258.186215,3290.8779,3255.59547,3290.93262,3303.20415,3259.91151,3300.79286,3242.77579,3267.009625,3257.40598,3261.27742,3263.604825,3344.237025,3428.66134,3484.34236,3465.2295,3463.738,3439.48963,3367.831415,3369.06271,3324.09655,3240.508235,3171.733175,3071.00762,2912.292925,2805.036215,2771.104495,2669.526885,2623.86865,2507.820735,2387.488225
20170428,2387.488225,2335.695365,2253.807265,2241.28636,2171.69164,2168.875935,2150.64325,2110.12005,2111.477315,2087.977735,2081.105815,2027.6648,2010.883525,2039.54911,2022.609565,1971.0049,1956.458215,1954.50226,1969.8326,1960.4732,1960.494765,2000.29226,2057.38042,2138.321465,2194.3347,2385.00958,2500.972185,2590.02015,2632.5336,2671.9282,2701.08541,2730.75695,2783.07877,2869.92568,2951.0059,3062.713265,3081.80418,3159.2896,3217.398155,3241.82161,3270.800125,3369.14175,3375.07773,3405.90656,3423.71355,3475.34415,3479.6638,3443.9153,3344.39843,3287.335825,3200.253315,3143.2004,3086.79225,3114.257225,3125.01854,3161.43166,3177.2294,3168.7345,3208.036855,3156.0957,3229.644415,3236.78756,3164.209935,3200.887725,3214.2376,3235.6506,3261.38591,3288.13278,3306.586815,3301.56749,3266.858005,3292.34907,3263.36761,3255.00571,3225.398675,3199.34369,3201.887125,3243.31577,3282.62924,3348.5467,3401.60648,3450.100085,3428.165915,3398.609895,3358.786465,3324.86852,3248.65439,3209.34282,3162.382325,3047.4537,2965.46718,2865.74872,2805.72107,2734.990625,2662.87432,2541.0695,2456.45395
20170429,2456.45395,2379.874355,2275.91538,2263.43789,2195.3265,2226.57941,2182.71316,2154.912455,2101.12982,2072.71,2038.17256,2027.09727,2003.974935,2011.28984,2002.71552,1952.8941,1936.071975,1970.794475,1931.47711,1928.92104,1927.66495,1955.6966,2044.379385,2080.53344,2138.819265,2295.13597,2374.80772,2414.8411,2422.719165,2474.930025,2499.1897,2607.32459,2576.717775,2719.14168,2778.14048,2845.51315,2883.74609,2972.84013,3037.32138,3044.44334,3114.57937,3113.11865,3179.42827,3178.16895,3184.90844,3238.55722,3242.361115,3181.833385,3111.282965,3073.67579,3018.48098,2999.18135,2961.0683,2965.092215,2978.11434,2959.542885,2972.89675,2966.1109,2988.697435,2980.99645,2968.053935,2997.28781,2971.385015,2974.599815,3029.7666,3044.403725,3052.89036,3053.04445,3072.00455,3077.974065,3062.80228,3095.27537,3067.0142,3046.16037,3055.98413,3020.56015,3002.696065,3076.414735,3137.57241,3210.939675,3265.29307,3257.79225,3232.13845,3210.70455,3158.9951,3160.847125,3082.486945,3069.241285,2969.45395,2867.512585,2802.36776,2718.841765,2655.717115,2547.26958,2500.9434,2430.373885,2363.50861
20170430,2363.50861,2249.00815,2173.59164,2122.12672,2109.56962,2069.41939,2040.6893,2009.05772,1955.04528,1961.56703,1934.111365,1911.485595,1924.534985,1838.67104,1853.189415,1870.809635,1843.037905,1860.06181,1830.82594,1820.56879,1816.567485,1852.889975,1876.286385,1955.42205,2025.268235,2112.24387,2205.10466,2255.124915,2314.409,2327.70368,2346.32254,2452.162705,2479.509975,2500.30424,2557.6603,2621.61962,2673.59222,2807.46736,2797.979425,2868.0766,2919.312,2953.116325,2947.154885,3025.123,2978.696975,3065.32738,3073.39079,3037.029635,2987.18988,2949.3985,2888.97299,2813.487415,2820.30965,2809.691785,2873.03845,2838.2637,2774.48127,2803.94495,2807.129825,2795.50705,2813.193105,2835.313475,2803.19825,2778.965935,2866.5395,2854.27519,2880.897515,2880.43876,2906.64261,2937.85315,2978.974375,3006.393275,2952.15844,2935.247395,2913.689425,2918.95575,2925.68479,2975.830445,2985.6657,3117.33855,3155.3167,3154.188765,3127.07301,3115.866905,3091.625185,3067.342425,3032.23166,2975.1777,2905.13667,2813.571585,2720.794395,2645.48077,2582.23642,2502.86107,2410.88473,2341.837685,2256.76604
20170501,2256.76604,2169.502935,2139.52806,2082.134475,2045.498865,2020.84095,1961.199665,1962.757285,1946.52891,1889.68205,1872.00844,1865.128445,1870.424315,1870.747125,1857.140085,1813.283715,1772.128195,1789.536375,1767.39995,1776.425805,1791.21702,1799.97507,1865.74813,1895.17894,1937.09446,2054.98566,2153.16645,2151.1211,2217.072285,2247.25673,2282.02103,2395.43887,2383.857325,2435.18611,2483.06687,2481.03026,2529.62314,2635.71325,2745.08903,2744.44911,2864.60245,2855.34679,2905.388515,2920.59336,2914.113885,2970.06005,3014.00629,2956.96544,2958.427585,2936.33543,2848.29437,2806.37239,2783.2739,2795.35904,2804.168485,2757.8899,2728.24116,2712.95205,2741.90824,2795.56101,2819.46149,2827.96209,2748.344395,2821.020155,2831.42883,2843.7357,2895.898775,2901.179635,2917.40364,2941.805815,3024.21556,2983.94772,2998.663885,2981.978085,2955.64551,2966.60737,2939.33686,2972.66438,3018.09528,3128.956765,3176.07382,3227.82697,3211.65987,3193.47649,3181.06075,3124.352115,3052.824525,3013.17808,2900.00211,2806.1404,2745.64706,2635.73738,2499.76312,2427.804135,2393.05114,2281.876155,2211.65415
20170502,2211.65415,2124.71262,2060.07918,2041.876135,2009.31821,1953.4546,1924.511045,1893.58598,1923.19843,1835.279065,1874.33024,1846.82584,1853.010815,1839.076025,1816.05154,1783.071055,1775.6184,1777.495885,1768.87701,1780.988845,1802.1975,1819.55837,1881.133475,1955.708,2019.317815,2206.58191,2322.866185,2381.66672,2447.82206,2492.754495,2503.73754,2551.92173,2602.79195,2712.78504,2810.522085,2934.770115,2982.65933,3042.18025,3181.0807,3204.59377,3324.483485,3342.62136,3380.11615,3417.025265,3448.50019,3484.534165,3504.265,3421.64692,3355.51153,3305.07318,3229.20656,3179.371175,3086.4379,3077.28332,3077.31923,3085.05774,3077.22214,3090.19743,3122.37659,3170.329265,3144.13843,3154.79553,3121.699335,3176.806935,3200.72955,3218.06325,3237.504715,3247.50147,3273.36275,3280.89321,3301.890585,3297.972785,3300.7503,3253.146085,3263.607865,3214.19257,3212.552775,3206.02504,3321.194395,3347.94535,3405.64455,3377.59276,3353.931585,3345.27034,3293.04675,3244.6452,3194.25948,3124.577835,3000.837295,2887.79423,2776.28285,2681.57564,2563.326385,2548.108715,2521.17821,2442.20775,2342.761465
20170503,2342.761465,2278.299215,2188.83173,2168.487765,2091.044905,2103.60571,2067.47835,2066.5008,2045.38553,2028.8352,2000.68632,1992.21631,1965.639965,1982.7241,1904.51649,1897.721615,1896.42363,1898.609865,1870.15233,1890.75479,1883.047535,1900.92625,1934.856165,1973.6459,2083.09046,2180.83843,2326.95033,2429.98524,2496.400785,2586.718235,2603.22914,2636.98226,2711.32185,2895.6532,2962.290665,3003.600085,3102.46896,3165.80945,3257.9205,3295.71055,3396.151865,3408.578435,3443.488655,3517.980625,3497.51734,3548.45178,3547.182675,3492.79603,3368.92287,3328.88094,3262.0131,3173.734065,3097.80921,3121.4682,3084.4353,3089.23603,3093.28607,3106.9408,3153.15944,3148.72142,3135.510055,3174.26331,3144.130735,3144.06262,3149.725665,3156.90605,3207.499915,3225.354405,3217.555095,3242.689815,3259.386635,3214.41107,3199.455695,3142.166325,3136.30435,3133.27974,3158.57881,3170.85585,3211.72599,3298.389075,3323.76082,3346.43485,3309.98525,3307.812315,3214.917325,3187.18293,3099.733815,3018.36527,2956.5197,2804.97095,2744.83481,2635.62262,2577.79441,2501.29851,2447.07289,2360.0584,2285.72299
20170504,2285.72299,2176.840545,2164.23775,2114.263475,2087.3514,2085.01649,2030.14601,2026.17349,1999.9115,1942.25828,1913.063355,1967.97003,1923.30369,1930.561215,1914.561505,1881.695115,1872.12624,1869.25002,1875.37372,1872.834465,1906.44518,1884.4637,1934.406625,2031.81478,2086.87906,2268.72939,2401.877875,2471.136485,2544.141515,2585.99158,2553.320985,2659.078785,2707.41735,2797.26569,2901.25155,2944.277525,3037.99835,3083.575645,3161.30569,3166.039255,3229.7967,3280.45203,3293.25081,3333.9015,3366.62425,3464.44518,3476.90633,3369.23181,3289.002315,3261.1752,3146.369885,3036.617715,2985.01552,3023.938635,3013.306045,3022.134585,3020.34222,3106.27713,3120.60655,3158.220755,3160.04371,3181.699625,3166.667015,3191.93274,3168.11605,3225.8371,3250.24526,3252.44698,3256.67448,3283.99952,3298.5463,3262.355005,3205.53313,3195.9919,3194.14985,3179.04048,3154.43396,3195.16749,3243.883775,3351.581665,3395.467675,3443.65633,3426.37032,3369.1313,3315.95125,3325.61807,3245.43636,3147.66958,3070.14787,2895.96252,2841.46615,2749.995115,2657.89404,2599.76221,2527.647995,2470.21109,2360.54613
20170505,2362.653515,2265.69338,2206.40027,2161.9131,2147.442985,2111.47684,2064.72202,2066.855815,2057.13361,2034.94617,2017.834295,1961.2921,1968.29702,1933.67788,1926.99805,1921.7075,1930.81572,1895.491585,1911.0181,1925.79763,1934.392945,1946.69307,2000.02094,2052.38798,2133.58334,2265.847185,2396.22889,2494.0787,2583.18851,2609.55405,2620.623735,2666.631665,2715.15263,2835.661175,2923.30637,3032.301865,3069.767015,3127.7629,3219.60415,3203.983585,3297.71182,3327.81656,3355.268235,3351.475265,3371.738765,3423.504075,3437.68102,3414.4425,3316.598675,3233.551575,3175.38659,3098.52266,3027.394165,3048.85875,3084.625205,3013.965725,3055.2817,3118.974735,3126.121775,3155.92204,3127.01639,3143.30737,3107.0396,3086.01914,3104.53293,3132.855565,3154.2014,3189.751635,3202.23036,3221.64874,3221.97744,3195.13177,3197.123635,3186.17935,3169.0176,3158.2769,3152.8163,3178.16192,3237.07978,3319.13565,3374.47448,3369.188015,3379.1747,3338.723035,3278.76863,3232.10501,3193.71513,3115.167135,3027.626155,2924.23851,2818.591575,2722.5176,2664.00387,2615.49383,2537.44278,2462.09296,2322.164325
20170506,2322.164325,2284.484,2212.01914,2197.4735,2144.03125,2109.9481,2086.801825,2070.656765,2030.88036,2022.01401,1991.14528,1975.1146,1987.4456,1947.702445,1923.444575,1967.58243,1927.5918,1915.571355,1902.538495,1899.80449,1906.35987,1926.295335,1957.211945,2012.37854,2074.18516,2171.250555,2256.801285,2316.77146,2361.838225,2420.65472,2422.2245,2547.16755,2586.19108,2702.6683,2754.3711,2865.86519,2875.57001,2949.785055,3079.5618,3077.595775,3134.94642,3161.927465,3202.72113,3249.24472,3227.6573,3316.684935,3328.23684,3258.741015,3219.685185,3167.921585,3067.34385,3014.84704,2968.314235,2958.963575,2963.794515,2988.2117,2979.526325,2983.06745,2979.867945,2989.81492,3015.25573,3007.71273,2990.215915,2998.092175,2992.974335,3026.227565,3048.99251,3078.22496,3114.13268,3126.7217,3150.25168,3110.68038,3159.88601,3126.40079,3124.436095,3128.971775,3099.044685,3134.194685,3201.15021,3228.863325,3268.78299,3311.73249,3329.93297,3284.6782,3268.65835,3267.08458,3176.967485,3067.5234,3002.4085,2918.55751,2805.84305,2733.35425,2633.64054,2589.943105,2537.36602,2476.75108,2351.249525
20170507,2351.249525,2268.24698,2209.22386,2177.01715,2106.763035,2059.86163,2060.419185,2030.41315,2027.43452,1994.60157,1989.636965,1937.59435,1937.722125,1938.75943,1913.36422,1878.690075,1886.38555,1872.508425,1886.41215,1897.82108,1890.695985,1869.27719,1947.113825,1981.9869,2075.731665,2141.4691,2209.49214,2235.347435,2285.0141,2356.11875,2391.06374,2468.782385,2473.908775,2591.096215,2672.872785,2761.88218,2789.09835,2865.553685,2956.564635,2933.381785,3034.81395,3059.287375,3078.94468,3112.260325,3122.067175,3132.50606,3183.58129,3179.6253,3117.11815,3070.86455,3006.06581,2965.67846,2938.673,2931.204385,2946.156435,2951.263825,2909.0957,2942.557265,2960.27562,2944.1868,2925.791,2962.78191,2946.142945,2937.76974,2950.451385,3002.75259,3054.825225,3075.794575,3092.346235,3151.45571,3202.82506,3207.79774,3191.192215,3165.4646,3161.78829,3137.60205,3141.0268,3163.140235,3153.97378,3239.93814,3273.07148,3296.184125,3269.40695,3231.314325,3180.9648,3121.2307,3055.34725,2983.25327,2875.32757,2731.8561,2631.87905,2520.907365,2460.6862,2409.473885,2330.24512,2292.28255,2187.859785
20170508,2187.859785,2118.92123,2079.10217,2097.3017,2020.66368,1968.22045,1955.337025,1967.66014,1961.857825,1910.03295,1933.06608,1892.411115,1870.76033,1887.458005,1837.729115,1817.71518,1793.69424,1822.53624,1806.8088,1829.749495,1849.545595,1876.400195,1923.28925,2054.76051,2115.73512,2292.18812,2403.532015,2484.233565,2513.46991,2595.340435,2571.99105,2643.49489,2700.930275,2828.25944,2904.05139,2999.3039,3048.0142,3098.08642,3196.210495,3191.28123,3270.79623,3320.182075,3311.2193,3366.488305,3400.71101,3444.72413,3450.144165,3396.95015,3314.11015,3253.88984,3155.67618,3059.897085,3011.996565,3010.4341,3029.37786,3037.00161,3032.20753,3112.15497,3154.248615,3151.883875,3152.28278,3170.38332,3160.9312,3163.07554,3199.382925,3227.03524,3249.81985,3267.798885,3282.23328,3291.66469,3361.70762,3293.28729,3273.22063,3217.750415,3207.79888,3215.9799,3193.972865,3201.49582,3304.122515,3366.898135,3410.8002,3446.459875,3422.89199,3422.06587,3346.843065,3316.334765,3277.26269,3165.41577,3078.84835,2936.847765,2856.98953,2755.819185,2652.053535,2578.1043,2495.542365,2415.710825,2314.3748
