日期,max_temp,min_temp,ave_temp,T0100
20190307,12,2,7,2996.749065
20190308,12,2,7,3025.27899
20190309,16,4,10,3142.90381
20190310,15,2,8.5,2995.359975
20190311,14,3,8.5,2961.240915
20190312,17,4,10.5,3038.02552
20190313,11,4,7.5,2987.389
20190314,19,5,12,3047.77252
20190315,18,6,12,2966.09285
20190316,21,6,13.5,2731.79663
20190317,20,8,14,2637.238285
20190318,23,10,16.5,2496.36136
20190319,24,13,18.5,2565.28975
20190320,25,7,16,2522.301015
20190321,15,4,9.5,2529.8253
20190322,14,5,9.5,2639.838055
20190323,17,6,11.5,2717.86925
20190324,20,6,13,2677.42148
20190325,24,7,15.5,2507.74236
20190326,25,17,21,2530.56687
20190327,25,12,18.5,2575.986465
20190328,26,11,18.5,2559.586235
20190329,22,7,14.5,2541.38015
20190330,17,4,10.5,2535.729075
20190331,20,6,13,2450.010765
20190401,26,8,17,2391.28129
20190402,22,11,16.5,2473.79886
20190403,20,8,14,2486.52297
20190404,24,15,19.5,2547.911115
20190405,26,16,21,2469.21245
20190406,30,13,21.5,2295.23762
20190407,30,15,22.5,2406.96788
20190408,26,10,18,2366.639525
20190409,21,7,14,2410.283095
20190410,17,8,12.5,2467.35501
20190411,22,9,15.5,2482.08096
20190412,17,8,12.5,2564.928085
20190413,21,9,15,2559.49475
20190414,19,9,14,2541.475625
20190415,24,12,18,2441.800865
20190416,27,13,20,2484.941125
20190417,30,15,22.5,2520.55805
20190418,30,14,22,2546.46341
20190419,27,11,19,2629.64503
20190420,22,11,16.5,2579.90379
20190421,25,13,19,2450.974445
20190422,25,13,19,2414.976285
20190423,28,16,22,2519.3525
20190424,30,15,22.5,2575.90695
20190425,31,13,22,2613.3645
20190426,24,11,17.5,2581.84673
20190427,18,8,13,2573.3752
20190428,16,10,13,2419.9768
20190429,24,11,17.5,2488.25273
20190430,22,12,17,2411.70021
20190501,25,12,18.5,2352.347535
20190502,24,14,19,2234.16136
20190503,26,14,20,2324.58806
20190504,25,16,20.5,2383.8198
20190505,21,9,15,2447.66227
20190506,16,8,12,2442.690065
20190507,13,8,10.5,2498.55871
20190508,21,10,15.5,2482.625975
20190509,23,12,17.5,2529.02445
20190510,26,15,20.5,2509.06894
20190511,27,14,20.5,2564.602425
20190512,21,10,15.5,2576.71426
20190513,24,14,19,2427.54963
20190514,25,15,20,2620.29114
20190515,29,18,23.5,2556.89327
20190516,30,16,23,2657.69131
20190517,28,20,24,2533.3669
20190518,26,17,21.5,2731.37293
20190519,24,13,18.5,2613.051
20190520,23,12,17.5,2489.355775
20190521,28,14,21,2628.22022
20190522,32,16,24,2678.619905
20190523,33,21,27,2761.590625
20190524,35,19,27,2920.72674
20190525,35,21,28,3198.406515
20190526,34,15,24.5,3399.111115
20190527,27,15,21,3059.00437
20190528,17,12,14.5,2549.548155
20190529,24,15,19.5,2529.057035
20190530,31,17,24,2503.26558
20190531,30,18,24,2624.74075
20190601,33,21,27,2689.20414
20190602,35,21,28,2746.23967
20190603,35,20,27.5,2781.046815
20190604,36,19,27.5,3174.27281
20190605,30,17,23.5,3136.11701
20190606,32,19,25.5,2692.61255
20190607,33,20,26.5,2819.41608
20190608,33,20,26.5,2818.14669
20190609,34,21,27.5,3058.437315
20190610,34,21,27.5,3276.68756
20190611,31,20,25.5,3656.17057
20190612,31,19,25,3288.64255
20190613,34,21,27.5,3214.233135
20190614,36,22,29,3671.037975
20190615,32,21,26.5,3863.421335
20190616,33,19,26,3334.6634
20190617,32,22,27,3395.920635
20190618,32,22,27,3296.17301
20190619,31,20,25.5,3652.73765
20190620,26,19,22.5,3030.5988
20190621,24,20,22,2711.31691
20190622,28,17,22.5,2681.3066
20190623,31,20,25.5,2743.73566
20190624,27,19,23,2913.93253
20190625,30,22,26,2772.60122
20190626,32,22,27,3063.0489
20190627,25,19,22,3077.325785
20190628,27,21,24,2612.1143
20190629,31,21,26,2597.175265
20190630,30,19,24.5,2659.504575
20190701,31,21,26,2760.801365
20190702,36,20,28,3139.600185
20190703,33,23,28,3355.79615
20190704,34,21,27.5,3485.79415
20190705,34,21,27.5,3469.587435
20190706,34,23,28.5,4081.59805
20190707,33,20,26.5,3561.508485
20190708,23,17,20,3850.26279
20190709,29,18,23.5,2925.71291
20190710,28,19,23.5,2945.0627
20190711,27,20,23.5,3169.85265
20190712,28,19,23.5,3111.64615
20190713,32,22,27,3463.295775
20190714,35,22,28.5,3717.955815
20190715,34,22,28,4118.42005
20190716,30,20,25,4196.82773
20190717,26,20,23,3350.40528
20190718,25,21,23,2937.178935
20190719,30,22,26,2940.90056
20190720,31,22,26.5,3066.31842
20190721,34,23,28.5,3714.24141
20190722,31,21,26,4060.45105
20190723,31,23,27,3278.385495
20190724,34,24,29,3786.12715
20190725,34,25,29.5,3828.31513
20190726,36,26,31,4550.04875
20190727,38,25,31.5,4707.033433
20190728,36,26,31,4719.267687
20190729,33,22,27.5,4167.156403
20190730,35,22,28.5,3653.20277
20190731,34,23,28.5,4407.81855
20190801,35,23,29,4570.901309
20190802,34,23,28.5,4449.9805
20190803,31,23,27,3986.41432
20190804,31,23,27,3494.955095
20190805,31,22,26.5,4153.7553
20190806,25,21,23,3937.782015
20190807,30,22,26,3225.67123
20190808,31,21,26,3673.97148
20190809,27,19,23,3855.572435
20190810,32,21,26.5,3334.633855
20190811,32,22,27,3691.929425
20190812,35,23,29,3876.48982
20190813,34,22,28,4047.72637
20190814,36,25,30.5,4496.41498
20190815,36,24,30,4379.9522
20190816,35,23,29,4496.489175
20190817,34,21,27.5,4603.098744
20190818,35,23,29,4155.26865
20190819,35,25,30,4684.917115
20190820,32,21,26.5,3923.809949
20190821,32,21,26.5,3511.23515
20190822,29,21,25,3453.514385
20190823,31,22,26.5,3309.662915
20190824,32,22,27,3509.490665
20190825,30,22,26,3626.25355
20190826,30,19,24.5,3418.93144
20190827,25,20,22.5,2842.96658
20190828,30,18,24,2914.70735
20190829,30,19,24.5,3081.12645
20190830,28,17,22.5,3146.257405
20190831,24,18,21,3102.23849
20190901,28,19,23.5,2744.193275
20190902,30,17,23.5,2679.624815
20190903,29,18,23.5,2905.24288
20190904,23,17,20,2956.484455
20190905,29,19,24,2847.27502
20190906,30,19,24.5,3120.2636
20190907,31,21,26,3332.814035
20190908,33,20,26.5,3511.48158
20190909,29,19,24,3594.40385
20190910,22,18,20,2966.73657
20190911,22,16,19,2824.993815
20190912,26,18,22,2736.35625
20190913,20,15,17.5,2575.16937
20190914,16,14,15,2295.72554
20190915,17,13,15,2432.41705
20190916,20,14,17,2427.723575
20190917,19,13,16,2534.7862
20190918,18,14,16,2578.193125
20190919,18,16,17,2545.69885
20190920,24,13,18.5,2604.13183
20190921,23,13,18,2669.11525
20190922,24,12,18,2631.15325
20190923,25,14,19.5,2523.102625
20190924,25,15,20,2625.26078
20190925,25,13,19,2606.1939
20190926,25,13,19,2643.366925
20190927,27,14,20.5,2652.35079
20190928,26,15,20.5,2713.69495
20190929,27,16,21.5,2678.10054
20190930,29,16,22.5,2696.9512
20191001,27,15,21,2579.60397
20191002,29,19,24,2261.88274
20191003,25,15,20,2360.66279
20191004,20,9,14.5,2314.12875
20191005,16,7,11.5,2304.1129
20191006,13,11,12,2394.90497
20191007,20,11,15.5,2420.24185
20191008,18,12,15,2489.3116
20191009,16,12,14,2577.07925
20191010,16,12,14,2587.57105
20191011,19,11,15,2627.24476
20191012,21,10,15.5,2730.05395
20191013,21,12,16.5,2737.32506
20191014,17,7,12,2636.37103
20191015,12,7,9.5,2736.040375
20191016,17,7,12,2881.767525
20191017,19,7,13,2838.757985
20191018,19,8,13.5,2816.70706
20191019,21,9,15,2854.283075
20191020,18,8,13,2779.99355
20191021,17,10,13.5,2749.001225
20191022,15,10,12.5,2860.13175
20191023,20,6,13,2875.79516
20191024,13,6,9.5,2810.76956
20191025,12,5,8.5,2996.1841
20191026,16,7,11.5,3043.54977
20191027,18,9,13.5,2944.13493
20191028,19,7,13,2797.71428
20191029,18,7,12.5,2866.21365
20191030,17,8,12.5,2883.01687
20191031,17,9,13,2825.94011
20191101,13,7,10,2889.271195
20191102,17,6,11.5,3021.111815
20191103,18,6,12,2928.493275
20191104,16,7,11.5,2807.39611
20191105,15,10,12.5,2910.5492
20191106,13,8,10.5,2929.917135
20191107,16,7,11.5,3010.63512
20191108,17,7,12,3021.05605
20191109,14,3,8.5,3065.97794
20191110,17,5,11,3115.49859
20191111,16,8,12,3020.84325
20191112,14,4,9,3133.688145
20191113,12,2,7,3160.551865
20191114,17,5,11,3231.93135
20191115,16,4,10,3253.46405
20191116,15,4,9.5,3213.96115
20191117,13,-2,5.5,3152.75037
20191118,7,-1,3,3242.41726
20191119,12,1,6.5,3357.98305
20191120,12,1,6.5,3374.489965
20191121,13,2,7.5,3366.67061
20191122,14,3,8.5,3376.24623
20191123,15,3,9,3360.84559
20191124,6,-2,2,3205.4178
20191125,7,-2,2.5,3373.562765
20191126,5,-1,2,3534.26999
20191127,7,-1,3,3594.96606
20191128,7,-1,3,3630.49872
20191129,4,0,2,3616.27171
20191130,5,-1,2,3736.93444
20191201,8,-3,2.5,3691.910615
20191202,7,-2,2.5,3514.743975
20191203,10,-1,4.5,3677.924525
20191204,12,-2,5,3649.899335
20191205,9,-2,3.5,3709.17943
20191206,8,-1,3.5,3712.92167
20191207,8,-2,3,3782.768235
20191208,12,1,6.5,3703.09278
20191209,15,2,8.5,3545.8921
20191210,15,-2,6.5,3608.100475
20191211,10,-1,4.5,3585.852235
